image	English query	German query
https://tlk.s3.yandex.net/Fashion-200K/90557259_0.jpeg	Loose fit black skirt for women	Schwarzer Rock mit lockerer Passform für Damen
https://tlk.s3.yandex.net/Fashion-200K/91242588_0.jpeg	Light blue and red long sleeved ladies button shirt	Hellblaues und rotes langärmeliges Damen-Knopfhemd
https://tlk.s3.yandex.net/Fashion-200K/91357139_0.jpeg	Full sleeve black jacket for women	Schwarze Jacke mit vollem Ärmel für Damen
https://tlk.s3.yandex.net/Fashion-200K/90016259_1.jpeg	White Fringe Crochet Cropped Top for women	Cropped Top mit weißen Fransen für Damen
https://tlk.s3.yandex.net/Fashion-200K/91279662_2.jpeg	Black crop trip with black skirt for women	Schwarzer Crop Trip mit schwarzem Rock für Damen
https://tlk.s3.yandex.net/Fashion-200K/69694785_0.jpeg	Long brown casual trouser with pockets	Lange braune Freizeithose mit Taschen
https://tlk.s3.yandex.net/Fashion-200K/91174051_1.jpeg	Off shoulder purple top for women	Schulterfreies lila Top für Damen
https://tlk.s3.yandex.net/Fashion-200K/88295675_4.jpeg	stylish for women light brown Cropped Top	stilvoll für Frauen hellbraunes kurzes Oberteil
https://tlk.s3.yandex.net/Fashion-200K/91063512_0.jpeg	Stylish party wear black top for women	Stylisches Party Wear schwarzes Top für Damen
https://tlk.s3.yandex.net/Fashion-200K/89678135_0.jpeg	Floral design side open red skirt	Seitlich offener roter Rock mit Blumenmuster
https://tlk.s3.yandex.net/Fashion-200K/89642375_0.jpeg	Blue vintage denim jeans for everyday wear	Blaue Vintage-Jeans für den Alltag
https://tlk.s3.yandex.net/Fashion-200K/89633577_1.jpeg	Printed blue full sleeve top for women	Bedrucktes blaues Oberteil mit vollen Ärmeln für Damen
https://tlk.s3.yandex.net/Fashion-200K/88858154_4.jpeg	Stylish black leather jacket for women	Stylische schwarze Lederjacke für Damen
https://tlk.s3.yandex.net/Fashion-200K/69366087_0.jpeg	Full sleeve round neck grey top for women	Graues Top mit Rundhalsausschnitt und langen Ärmeln für Damen
https://tlk.s3.yandex.net/Fashion-200K/91380601_0.jpeg	Round neck sleeveless black midi for women	Ärmelloser schwarzer Midi mit Rundhalsausschnitt für Damen
https://tlk.s3.yandex.net/Fashion-200K/91278707_2.jpeg	Full sleeve floral print white top for women	Weißes Top mit Blumendruck und vollen Ärmeln für Damen
https://tlk.s3.yandex.net/Fashion-200K/90237746_2.jpeg	ATTRACTIVE PETITE WOMEN'S WEDDING GUEST DRESS	ATTRAKTIVES ZIERLICHES DAMEN-HOCHZEITSGAST-KLEID
https://tlk.s3.yandex.net/Fashion-200K/90663707_3.jpeg	Sleeveless v neck white and red midi dress for women	Ärmelloses weißes und rotes Midikleid mit V-Ausschnitt für Damen
https://tlk.s3.yandex.net/Fashion-200K/89825994_5.jpeg	Full sleeve black v neck midi dress for women	Schwarzes Midikleid mit V-Ausschnitt und vollem Ärmel für Damen
https://tlk.s3.yandex.net/Fashion-200K/83013192_0.jpeg	beautiful Slate blue TROUSER FOR WOMEN	schöne schieferblaue HOSE FÜR DAMEN
https://tlk.s3.yandex.net/Fashion-200K/91226214_3.jpeg	Round neck half sleeve green t-shirt for women	Grünes T-Shirt mit Rundhalsausschnitt und halben Ärmeln für Damen
https://tlk.s3.yandex.net/Fashion-200K/86784674_4.jpeg	Above the knee tortilla and white trouser	Über dem Knie Tortilla und weiße Hose
https://tlk.s3.yandex.net/Fashion-200K/90312306_2.jpeg	Full sleeve brown top and trousers for women	Braunes Oberteil und Hose mit langen Ärmeln für Damen
https://tlk.s3.yandex.net/Fashion-200K/88098041_0.jpeg	Slim fit white partywear skirt for women	Schmal geschnittener weißer Partyrock für Damen
https://tlk.s3.yandex.net/Fashion-200K/91197324_0.jpeg	Black Satin Evening Dress for women	Schwarzes Satin Abendkleid für Damen
https://tlk.s3.yandex.net/Fashion-200K/89308126_0.jpeg	Black and white floral net sleeveless mini gown	Ärmelloses Minikleid aus schwarzem und weißem Blumennetz
https://tlk.s3.yandex.net/Fashion-200K/90352943_1.jpeg	Long button black women's trouser loose fit	Lange schwarze Damenhose mit Knöpfen lockere Passform
https://tlk.s3.yandex.net/Fashion-200K/91420163_1.jpeg	Loose fit black jeans for women	Schwarze Jeans mit lockerer Passform für Damen
https://tlk.s3.yandex.net/Fashion-200K/79212559_0.jpeg	Women's Eyelet Skirt in soft color	Damenrock mit Ösen in weicher Farbe
https://tlk.s3.yandex.net/Fashion-200K/72325303_4.jpeg	Loose fit partywear black gown dress for women	Loose Fit Partywear schwarzes Kleid für Damen
https://tlk.s3.yandex.net/Fashion-200K/90651150_1.jpeg	Slim fit grey lower for women	Slim Fit grauer unterer Schnitt für Damen
https://tlk.s3.yandex.net/Fashion-200K/90749963_4.jpeg	Yale blue above the knee skirt with ruffles	Yale blauer Rock über dem Knie mit Rüschen
https://tlk.s3.yandex.net/Fashion-200K/90424906_0.jpeg	Womens Skinny Jeans in blue color	Damen Röhrenjeans in blauer Farbe
https://tlk.s3.yandex.net/Fashion-200K/91257408_5.jpeg	Full sleeve black jacket for men	Schwarze Jacke mit vollen Ärmeln für Männer
https://tlk.s3.yandex.net/Fashion-200K/89746604_0.jpeg	Full sleeve white cotton shirt with black damaged denim for women	Weißes Baumwollhemd mit vollen Ärmeln und schwarzem, beschädigtem Denim für Damen
https://tlk.s3.yandex.net/Fashion-200K/71706210_4.jpeg	Sleeveless grey fur winter wear for women	Ärmellose graue Pelz Winterbekleidung für Frauen
https://tlk.s3.yandex.net/Fashion-200K/90797513_2.jpeg	Flat-Front Wide Leg Trousers with Fabric Belt	Weite Hose mit flacher Vorderseite und Stoffgürtel
https://tlk.s3.yandex.net/Fashion-200K/90695782_3.jpeg	Grey and white cut out maxi shoulder dress for women	Grau und Weiß ausgeschnittenes Maxi-Schulterkleid für Damen
https://tlk.s3.yandex.net/Fashion-200K/89258948_2.jpeg	Women's Floral Bodycon Cocktail Party Summer Dress	Figurbetontes Cocktailparty-Sommerkleid mit Blumenmuster für Damen
https://tlk.s3.yandex.net/Fashion-200K/88927941_1.jpeg	Slim fit strip design skirt for women	Schmaler Rock im Streifendesign für Damen
https://tlk.s3.yandex.net/Fashion-200K/90813732_0.jpeg	Full sleeve party wear black gown for women	Schwarzes Kleid mit vollem Ärmel für Damen
https://tlk.s3.yandex.net/Fashion-200K/91394006_3.jpeg	Mid-weight fabric sleeveless shirt for girls	Ärmelloses Hemd aus mittelschwerem Stoff für Mädchen
https://tlk.s3.yandex.net/Fashion-200K/76847346_9.jpeg	Full sleeve stylish denim jacket for women	Vollärmlige stylische Jeansjacke für Damen
https://tlk.s3.yandex.net/Fashion-200K/89695126_1.jpeg	Sleeveless slim fit black gown dress for women	Ärmelloses Slim Fit schwarzes Kleid für Damen
https://tlk.s3.yandex.net/Fashion-200K/90644868_4.jpeg	Stylish party wear white and blue strip design bottom wear	Stilvolle Partykleidung weiße und blaue Streifendesign-Unterbekleidung
https://tlk.s3.yandex.net/Fashion-200K/89524161_4.jpeg	Cream colored elastic full length sweatpants	Cremefarbene elastische Jogginghose in voller Länge
https://tlk.s3.yandex.net/Fashion-200K/91216451_1.jpeg	Long sleeves ladies white collar jacket	Damenjacke mit weißem Kragen und langen Ärmeln
https://tlk.s3.yandex.net/Fashion-200K/91300570_1.jpeg	MINI DRESS FOR WOMEN IN WHITE COLOR	MINIKLEID FÜR FRAUEN IN WEIßER FARBE
https://tlk.s3.yandex.net/Fashion-200K/83210929_11.jpeg	Printed slim fit skirt for women	Bedruckter Slim Fit Rock für Damen
https://tlk.s3.yandex.net/Fashion-200K/90054604_2.jpeg	Stylish blue jacket with jeans for women	Stylische blaue Jacke mit Jeans für Damen
https://tlk.s3.yandex.net/Fashion-200K/90654129_4.jpeg	Half sleeve cotton v neck purple top for women	Halbarm Baumwolle V-Ausschnitt lila Top für Frauen
https://tlk.s3.yandex.net/Fashion-200K/89381886_1.jpeg	Sleeveless red round neck slim fit midi dress for women	Ärmelloses rotes Rundhals-Slim-Fit-Midikleid für Damen
https://tlk.s3.yandex.net/Fashion-200K/91227537_1.jpeg	VISCOSE V-BAR JUMPSUIT FOR WOMEN IN BLACK COLOR	VISKOSE-V-BAR-OVERALL FÜR DAMEN IN SCHWARZER FARBE
https://tlk.s3.yandex.net/Fashion-200K/91415164_3.jpeg	Women's black t-shirt with white headless skeleton print	Schwarzes Damen-T-Shirt mit weißem kopflosem Skelett-Print
https://tlk.s3.yandex.net/Fashion-200K/89562267_1.jpeg	High waist blue drop crotch denim pants, street wear	Blaue Jeanshose mit hoher Taille und tiefem Schritt, Streetwear
https://tlk.s3.yandex.net/Fashion-200K/90642718_0.jpeg	Stylish black long coat for women	Stilvoller schwarzer langer Mantel für Frauen
https://tlk.s3.yandex.net/Fashion-200K/89947508_6.jpeg	Printed white half sleeve top for women	Bedrucktes weißes Halbarm-Oberteil für Damen
https://tlk.s3.yandex.net/Fashion-200K/83674232_2.jpeg	Ladies grey sleeveless, short, chiffon dress for girls night out	Damen grau ärmelloses, kurzes Chiffonkleid für Mädchenabend
https://tlk.s3.yandex.net/Fashion-200K/89662782_2.jpeg	PETITE DOUBLE BREASTED LONGLINE BLAZER IN BLACK COLOUR	ZIERLICHER ZWEIREIHIGER LONGLINE-BLAZER IN SCHWARZER FARBE
https://tlk.s3.yandex.net/Fashion-200K/88826775_0.jpeg	Loose fit black bottom wear for women	Lockere Passform schwarze Unterbekleidung für Damen
https://tlk.s3.yandex.net/Fashion-200K/83280578_1.jpeg	Stylish half sleeve grey partywear gown for women	Stilvolles graues Partykleid mit halben Ärmeln für Damen
https://tlk.s3.yandex.net/Fashion-200K/91210944_3.jpeg	Dark green long tight fit trouser	Dunkelgrüne lange, eng anliegende Hose
https://tlk.s3.yandex.net/Fashion-200K/91074184_5.jpeg	Black long leather coat with side pocket	Schwarzer langer Ledermantel mit Seitentasche
https://tlk.s3.yandex.net/Fashion-200K/90621131_1.jpeg	Black crop top with slim fit black lower for women	Schwarzes Crop-Top mit schmaler Passform schwarzes Unterteil für Damen
https://tlk.s3.yandex.net/Fashion-200K/90300810_3.jpeg	Red and white check design skirt	Roter und weißer Karo-Designrock
https://tlk.s3.yandex.net/Fashion-200K/88260270_0.jpeg	PEARLY STRAPS BACKLESS CAMI DRESS IN WHITE	RÜCKENFREIES CAMI-KLEID MIT PERLENBESETZTEN TRÄGERN IN WEIß
https://tlk.s3.yandex.net/Fashion-200K/91405320_0.jpeg	Stylish partywear printed half sleeve top	Stilvolles Partywear bedrucktes Halbarm-Oberteil
https://tlk.s3.yandex.net/Fashion-200K/83985754_3.jpeg	Long pearl white flowy skirt for women	Langer perlweißer fließender Rock für Frauen
https://tlk.s3.yandex.net/Fashion-200K/91395532_0.jpeg	Deep neck half sleeve red midi for women	Halbarm mit tiefem Hals roter Midi für Damen
https://tlk.s3.yandex.net/Fashion-200K/88646360_0.jpeg	Sleeveless brown winter wear long coat	Ärmelloser brauner Wintermantel mit langem Mantel
https://tlk.s3.yandex.net/Fashion-200K/91340296_1.jpeg	BEAUTIFUL WHITE SHIRT WITH FULL SLEEVES FOR WOMEN	SCHÖNES WEIßES HEMD MIT VOLLEN ÄRMELN FÜR FRAUEN
https://tlk.s3.yandex.net/Fashion-200K/90850879_3.jpeg	Slim fit black bottom wear for women	Slim Fit schwarze Unterbekleidung für Damen
https://tlk.s3.yandex.net/Fashion-200K/68403570_4.jpeg	Slim fit white jeans for women	Weiße Slim Fit Jeans für Damen
https://tlk.s3.yandex.net/Fashion-200K/88288278_2.jpeg	Full sleeve white top with black jeans	Weißes Top mit langen Ärmeln und schwarzen Jeans
https://tlk.s3.yandex.net/Fashion-200K/91174686_3.jpeg	Slim fit black trousers for men	Slim Fit schwarze Hose für Herren
https://tlk.s3.yandex.net/Fashion-200K/91357124_1.jpeg	SEXY TULLE SKIRT IN BLACK COLOR FOR WOMEN	SEXY TÜLLROCK IN SCHWARZER FARBE FÜR DAMEN
https://tlk.s3.yandex.net/Fashion-200K/74753383_6.jpeg	Slim fit round neck midi dress for women	Slim Fit Midikleid mit Rundhalsausschnitt für Damen
https://tlk.s3.yandex.net/Fashion-200K/23263742_2.jpeg	Women's Long sleeve floral embroidered bomber jacket	Damen Langarm-Bomberjacke mit Blumenstickerei
https://tlk.s3.yandex.net/Fashion-200K/90673953_0.jpeg	LEATHER COAT FOR COLD WEATHER FOR WOMEN WARM AND SOFT	LEDERMANTEL FÜR KALTES WETTER FÜR FRAUEN WARM UND WEICH
https://tlk.s3.yandex.net/Fashion-200K/91405119_1.jpeg	Strip design grey and white trousers for women	Graue und weiße Hose im Streifendesign für Damen
https://tlk.s3.yandex.net/Fashion-200K/91214976_1.jpeg	Green and brown checkers, long sleeve, deconstructed shirt with black pants casual outfit	Grünes und braunes Karo, langärmliges, dekonstruiertes Hemd mit schwarzer Hose lässiges Outfit
https://tlk.s3.yandex.net/Fashion-200K/90037159_1.jpeg	Sleeveless round neck pink gown for women	Ärmelloses rosa Kleid mit Rundhalsausschnitt für Damen
https://tlk.s3.yandex.net/Fashion-200K/91189124_1.jpeg	Printed full sleeve stylish top for women	Bedrucktes, stilvolles Oberteil mit vollem Ärmel für Damen
https://tlk.s3.yandex.net/Fashion-200K/88488567_2.jpeg	Pink Floral long sleeve dress for women	Rosa Blumenkleid mit langen Ärmeln für Frauen
https://tlk.s3.yandex.net/Fashion-200K/91383403_0.jpeg	Beautiful blue dress with lace mesh wave patterns and ruffles on the lower part, formal wear	Wunderschönes blaues Kleid mit Spitzen-Mesh-Wellenmustern und Rüschen am unteren Teil, formelle Kleidung
https://tlk.s3.yandex.net/Fashion-200K/88106923_0.jpeg	Printed full sleeve casual shirt for men	Bedrucktes Freizeithemd mit vollem Ärmel für Männer
https://tlk.s3.yandex.net/Fashion-200K/88505140_0.jpeg	Blue floral printed long sleeve jacket	Blaue Langarmjacke mit Blumenmuster
https://tlk.s3.yandex.net/Fashion-200K/89616660_1.jpeg	Sleeveless winter wear stylish coat for women	Ärmelloser Wintermantel für Damen
https://tlk.s3.yandex.net/Fashion-200K/87730235_5.jpeg	Beautiful white shirt with colorful printing half sleeve	Schönes weißes Hemd mit buntem Druck Halbarm
https://tlk.s3.yandex.net/Fashion-200K/89626840_4.jpeg	Full sleeve round neck red gown for women	Rotes Kleid mit Rundhalsausschnitt und voller Hülse für Frauen
https://tlk.s3.yandex.net/Fashion-200K/91385330_4.jpeg	Stylish partywear black top for women	Stylisches Partywear schwarzes Top für Damen
https://tlk.s3.yandex.net/Fashion-200K/90462274_2.jpeg	Pink pencil cut skirt with ruffles design	Rosa Bleistiftrock mit Rüschen-Design
https://tlk.s3.yandex.net/Fashion-200K/91310498_0.jpeg	Winter wear loose fit dark green jacket with fur	Winterbekleidung Loose Fit dunkelgrüne Jacke mit Fell
https://tlk.s3.yandex.net/Fashion-200K/89739065_4.jpeg	printed long skirt for women with high waisted	bedruckter langer Rock für Frauen mit hoher Taille
https://tlk.s3.yandex.net/Fashion-200K/75706644_2.jpeg	Long beige trench coat with hood	Langer beiger Trenchcoat mit Kapuze
https://tlk.s3.yandex.net/Fashion-200K/81978777_2.jpeg	Loose fit white cotton long coat for women	Loose Fit weißer Baumwoll-Langmantel für Damen
https://tlk.s3.yandex.net/Fashion-200K/91257256_0.jpeg	Cute green sleeveless top with lack and white patterns and blue ripped jeans, everyday wear	Süßes grünes ärmelloses Oberteil mit Lack und weißen Mustern und blauen zerrissenen Jeans, Alltagskleidung
https://tlk.s3.yandex.net/Fashion-200K/91127015_2.jpeg	Fur design dark purple jacket for women	Dunkelviolette Jacke im Pelzdesign für Damen
https://tlk.s3.yandex.net/Fashion-200K/91250709_0.jpeg	Round neck party wear black midi for women	Schwarzer Midi mit Rundhalsausschnitt für Damen
https://tlk.s3.yandex.net/Fashion-200K/91203160_2.jpeg	Blue floral long sleeves for women	Blaue blumenlange Ärmel für Frauen
https://tlk.s3.yandex.net/Fashion-200K/52036040_1.jpeg	Printed half sleeve round neck top with white skirt	Bedrucktes Halbarm-Top mit Rundhalsausschnitt und weißem Rock
https://tlk.s3.yandex.net/Fashion-200K/91391531_1.jpeg	Ladies casual, wine, cut out, stretchy, rolled long sleeve blouse with blue ripped jeans trousers	Damen lässige, weinrote, ausgeschnittene, dehnbare, gerollte Langarmbluse mit blauer zerrissener Jeanshose
https://tlk.s3.yandex.net/Fashion-200K/91073429_1.jpeg	Women's grey casual long fitted trousers	Graue lässige lange taillierte Damenhose
https://tlk.s3.yandex.net/Fashion-200K/87892743_5.jpeg	Slim fit sleeveless printed purple top	Slim Fit ärmelloses bedrucktes lila Oberteil
https://tlk.s3.yandex.net/Fashion-200K/90677593_2.jpeg	Fuchsia pink trousers with back pocket	Pinkfarbene Hose mit Gesäßtasche
https://tlk.s3.yandex.net/Fashion-200K/91437674_1.jpeg	Full sleeve round neck top and skirt	Oberteil und Rock mit Rundhalsausschnitt und vollen Ärmeln
https://tlk.s3.yandex.net/Fashion-200K/91156799_3.jpeg	Grey low neck short sleeve t shirt	Graues Kurzarm-T-Shirt mit niedrigem Ausschnitt
https://tlk.s3.yandex.net/Fashion-200K/90549875_4.jpeg	Women pencil skirt in black color	Damen Bleistiftrock in schwarzer Farbe
https://tlk.s3.yandex.net/Fashion-200K/89723489_1.jpeg	Off shoulder red partywear gown dress for women	Schulterfreies rotes Partykleid für Damen
https://tlk.s3.yandex.net/Fashion-200K/91378285_1.jpeg	No image available so I cannot write a query	Kein Bild verfügbar, daher kann ich keine Anfrage schreiben
https://tlk.s3.yandex.net/Fashion-200K/88356409_3.jpeg	Black padded long sleeves winter jacket	Schwarz gepolsterte Winterjacke mit langen Ärmeln
https://tlk.s3.yandex.net/Fashion-200K/89897568_4.jpeg	Loose fit black stylish bottom wear for women	Loose Fit schwarz stilvolle Unterbekleidung für Damen
https://tlk.s3.yandex.net/Fashion-200K/90169333_2.jpeg	Full sleeve light blue cotton top for women	Hellblaues Baumwoll-Top mit vollen Ärmeln für Damen
https://tlk.s3.yandex.net/Fashion-200K/91071144_0.jpeg	Net design partywear purple gown for women	Netzdesign Partywear lila Kleid für Frauen
https://tlk.s3.yandex.net/Fashion-200K/90992895_3.jpeg	Knitted fashionable pencil cut skirt for women	Gestrickter modischer Bleistiftrock für Damen
https://tlk.s3.yandex.net/Fashion-200K/90657192_2.jpeg	Dark brown leather jacket with trousers	Dunkelbraune Lederjacke mit Hose
https://tlk.s3.yandex.net/Fashion-200K/42008855_7.jpeg	Black floral design lace for women	Schwarze Spitze mit Blumenmuster für Damen
https://tlk.s3.yandex.net/Fashion-200K/91375332_0.jpeg	Off shoulder loose fit black top for women	Schulterfreies Loose Fit schwarzes Top für Damen
https://tlk.s3.yandex.net/Fashion-200K/91153538_0.jpeg	Printed blue slim fit lower for women	Bedrucktes blaues Slim Fit Unterteil für Damen
https://tlk.s3.yandex.net/Fashion-200K/88728005_1.jpeg	Wrap effect crepe shorts for women	Shorts aus Krepp mit Wickeleffekt für Damen
https://tlk.s3.yandex.net/Fashion-200K/90249654_1.jpeg	Slim fit camouflage design jeans for women	Slim Fit Jeans im Camouflage-Design für Damen
https://tlk.s3.yandex.net/Fashion-200K/91249520_0.jpeg	Black lace, above the knees length dress with black strap sandals shoes	Schwarze Spitze, über dem Knie langes Kleid mit schwarzen Riemchensandalen Schuhe
https://tlk.s3.yandex.net/Fashion-200K/91357834_0.jpeg	Full sleeve v neck cotton top	Baumwoll-Top mit V-Ausschnitt und langen Ärmeln
https://tlk.s3.yandex.net/Fashion-200K/89456300_1.jpeg	Black long pencil cut skirt with back slit	Schwarzer langer Bleistiftrock mit Rückenschlitz
https://tlk.s3.yandex.net/Fashion-200K/89609076_2.jpeg	Net design partywear black skirt for women	Schwarzer Rock im Netzdesign für Damen
https://tlk.s3.yandex.net/Fashion-200K/91139104_2.jpeg	Wrap effect crepe shorts in black colour	Shorts aus Krepp mit Wickeleffekt in schwarzer Farbe
https://tlk.s3.yandex.net/Fashion-200K/91340656_0.jpeg	Printed black and white midi with pockets	Bedruckter schwarz-weißer Midi mit Taschen
https://tlk.s3.yandex.net/Fashion-200K/85116372_2.jpeg	Jacket, wool, going out, grey, smooth, no sleeves	Jacke, Wolle, Ausgehen, grau, glatt, ohne Ärmel
https://tlk.s3.yandex.net/Fashion-200K/91401814_0.jpeg	Black printed elastic waist tight leggings	Schwarze bedruckte elastische Taille enge Leggings
https://tlk.s3.yandex.net/Fashion-200K/91173169_3.jpeg	Black and gold halter prom dress	Schwarzes und goldenes Neckholder-Ballkleid
https://tlk.s3.yandex.net/Fashion-200K/89665051_2.jpeg	Fur design partywear black jacket for women	Fur Design Partywear schwarze Jacke für Damen
https://tlk.s3.yandex.net/Fashion-200K/90698638_0.jpeg	Brown jacket with loose fit skirt for women	Braune Jacke mit locker sitzendem Rock für Damen
https://tlk.s3.yandex.net/Fashion-200K/88827445_1.jpeg	Knee high black ruffled skirt for office wear	Kniehoher schwarzer Rüschenrock für Bürokleidung
https://tlk.s3.yandex.net/Fashion-200K/88527452_1.jpeg	black curved professional coat for women	schwarzer gebogener Berufsmantel für Damen
https://tlk.s3.yandex.net/Fashion-200K/91430133_1.jpeg	Long skirt in black colour for women	Langer Rock in schwarzer Farbe für Damen
https://tlk.s3.yandex.net/Fashion-200K/89519653_2.jpeg	Slim fit dark green jeans for women	Dunkelgrüne Slim Fit Jeans für Damen
https://tlk.s3.yandex.net/Fashion-200K/91381899_2.jpeg	Sportswear round neck orange t-shirt for women	Sportbekleidung orangefarbenes T-Shirt mit Rundhalsausschnitt für Damen
https://tlk.s3.yandex.net/Fashion-200K/65650156_3.jpeg	TALL LINEN LOOK CORSET TIE MAXI DRESS	LANGES MAXIKLEID MIT KORSETT UND KRAWATTE IM LEINENLOOK
https://tlk.s3.yandex.net/Fashion-200K/91083087_3.jpeg	Dress, polyester, going out, red, smooth, long sleeve	Kleid, Polyester, Ausgehen, rot, glatt, Langarm
https://tlk.s3.yandex.net/Fashion-200K/88748663_0.jpeg	Women's Black leather long sleeve jacket	Damen Langarmjacke aus schwarzem Leder
https://tlk.s3.yandex.net/Fashion-200K/91350002_1.jpeg	Printed black and grey skirt for women	Bedruckter schwarzer und grauer Rock für Damen
https://tlk.s3.yandex.net/Fashion-200K/89655307_3.jpeg	Fur design winter wear jacket for women	Pelzdesign Winterjacke für Damen
https://tlk.s3.yandex.net/Fashion-200K/91306204_1.jpeg	fashioned full sleeve dress for women in black colour	modisches Kleid mit vollen Ärmeln für Frauen in schwarzer Farbe
https://tlk.s3.yandex.net/Fashion-200K/88851999_2.jpeg	Black stylish leather jacket for women	Schwarze stylische Lederjacke für Damen
https://tlk.s3.yandex.net/Fashion-200K/90992956_1.jpeg	Jacket, polyester, going out, black and grey, smooth, zipper	Jacke, Polyester, Ausgehen, schwarz und grau, glatt, Reißverschluss
https://tlk.s3.yandex.net/Fashion-200K/90619931_0.jpeg	Half sleeve blue gown dress for women l	Blaues Kleid mit halben Ärmeln für Damen l
https://tlk.s3.yandex.net/Fashion-200K/52618179_1.jpeg	Slim fit stylish black jeans for women	Slim Fit stylische schwarze Jeans für Damen
https://tlk.s3.yandex.net/Fashion-200K/91344122_0.jpeg	White low waist trouser for women	Weiße Hose mit niedriger Taille für Damen
https://tlk.s3.yandex.net/Fashion-200K/91218659_2.jpeg	Tshirt, cotton, going out, red, smooth, round neck	T-Shirt, Baumwolle, Ausgehen, rot, glatt, Rundhalsausschnitt
https://tlk.s3.yandex.net/Fashion-200K/91194285_1.jpeg	Round neck stylish purple top for women	Stilvolles lila Top mit Rundhalsausschnitt für Damen
https://tlk.s3.yandex.net/Fashion-200K/90517181_2.jpeg	ELASTICATED WAIST SMOCKED KNIT WIDE LEG PANTS	HOSE MIT WEITEM BEIN AUS GESMOKTEM STRICK UND ELASTISCHEM BUND
https://tlk.s3.yandex.net/Fashion-200K/90842789_3.jpeg	ladies white open shoulder blouse with sleeves and black high waist black corporate pants with black heels	damen weiße schulterfreie Bluse mit Ärmeln und schwarzer hoher Taille schwarze Firmenhose mit schwarzen Absätzen
https://tlk.s3.yandex.net/Fashion-200K/83821195_11.jpeg	Brown polka knee length flay skirt	Brauner Polka-knielanger Flay-Rock
https://tlk.s3.yandex.net/Fashion-200K/91392349_3.jpeg	Faded blue tattered jeans for women	Verwaschene blaue zerfetzte Jeans für Damen
https://tlk.s3.yandex.net/Fashion-200K/41046479_1.jpeg	Fashionable mid cut Pink jeans for women	Modische mittelhohe rosa Jeans für Damen
https://tlk.s3.yandex.net/Fashion-200K/91170442_1.jpeg	Pants, cotton, at home, black and grey, smooth, elastic	Hose, Baumwolle, zuhause, schwarz und grau, glatt, elastisch
https://tlk.s3.yandex.net/Fashion-200K/91420372_3.jpeg	V neck maroon dress with gray horizontal pattern from the neck to the middle, casual wear	Kastanienbraunes Kleid mit V-Ausschnitt und grauem horizontalem Muster vom Hals bis zur Mitte, Freizeitkleidung
https://tlk.s3.yandex.net/Fashion-200K/90890351_0.jpeg	stylish power dresses for women in light pink color	stylische Powerkleider für Damen in hellrosa Farbe
https://tlk.s3.yandex.net/Fashion-200K/88232555_2.jpeg	Long pink flowy dress for women	Langes rosa fließendes Kleid für Frauen
https://tlk.s3.yandex.net/Fashion-200K/91419031_3.jpeg	Dress, nylon, going out, pink, course, floral	Kleid, Nylon, Ausgehen, rosa, natürlich, geblümt
https://tlk.s3.yandex.net/Fashion-200K/91241582_1.jpeg	TWO PIECE MAXI IN RED COLOR FOR WOMEN	ZWEITEILIGER MAXI IN ROTER FARBE FÜR FRAUEN
https://tlk.s3.yandex.net/Fashion-200K/90835009_2.jpeg	Blue long women's trendy fitted trousers	Blaue lange trendige Damenhose
https://tlk.s3.yandex.net/Fashion-200K/90468617_0.jpeg	White formal high waist trouser for women	Weiße formale Hose mit hoher Taille für Damen
https://tlk.s3.yandex.net/Fashion-200K/90121631_3.jpeg	Dress, cotton, a date, black, smooth, above knees	Kleid, Baumwolle, a date, schwarz, glatt, über den Knien
https://tlk.s3.yandex.net/Fashion-200K/88326457_3.jpeg	Ladies off white long sleeve jacket, grey camisol and grey jean trousers	Damen cremefarbene Langarmjacke, graues Leibchen und graue Jeanshose
https://tlk.s3.yandex.net/Fashion-200K/91418332_1.jpeg	V NECK SHIRT FOR WOMEN IN BLACK COLOR AND FULL SLEEVE	V-AUSSCHNITT-SHIRT FÜR FRAUEN IN SCHWARZER FARBE UND VOLLER HÜLSE
https://tlk.s3.yandex.net/Fashion-200K/83756920_2.jpeg	Pink long dress for woman one sleeve	Rosa langes Kleid für Frauen mit einem Ärmel
https://tlk.s3.yandex.net/Fashion-200K/88694761_2.jpeg	Jacket, leather, going out, black, rough, zipper	Jacke, Leder, Ausgehen, schwarz, rau, Reißverschluss
https://tlk.s3.yandex.net/Fashion-200K/90994280_0.jpeg	Long maxi dress in blue and white color sleeveless design	Langes Maxikleid in blau-weißer Farbe ärmelloses Design
https://tlk.s3.yandex.net/Fashion-200K/91409885_0.jpeg	Long sleeve reddish knee length dress	Langarm rötliches knielanges Kleid
https://tlk.s3.yandex.net/Fashion-200K/90212886_0.jpeg	Jacket, leather, going out, brown, rough, zipper	Jacke, Leder, Ausgehen, Braun, rau, Reißverschluss
https://tlk.s3.yandex.net/Fashion-200K/91399017_2.jpeg	Brown knitted baggy pants for women	Braune gestrickte Baggyhose für Damen
https://tlk.s3.yandex.net/Fashion-200K/91307123_1.jpeg	Dress, cotton, going out, black and white, smooth, detailed	Kleid, Baumwolle, Ausgehen, schwarz und weiß, glatt, detailliert
https://tlk.s3.yandex.net/Fashion-200K/89818042_0.jpeg	Two piece maxi top and skirt with red shade color for women	Zweiteiliges Maxi-Oberteil und Rock mit roter Farbtonfarbe für Damen
